brand,key,name,subhead,rating,rating_count,ingredients,SUGAR,CREAM,SALT,SKIM MILK,SOY LECITHIN,COCONUT OIL,CORN SYRUP,WATER,EGG YOLKS,VANILLA EXTRACT,MILK,COCOA,WHEAT FLOUR,BUTTER,CHOCOLATE,VEGETABLE GUMS,LIQUID SUGAR,MOLASSES,PEANUTS,DUTCHED COCOA,CANE SUGAR,BROWN SUGAR,PEANUT OIL,CHOCOLATE LIQUOR,ALMONDS,TAPIOCA STARCH,HONEY,MILK CHOCOLATE,COFFEE,SWEETENED CONDENSED MILK,CARAMEL,CONDENSED MILK,LEMON PEEL,RASPBERRY PUREE,STRAWBERRIES,DARK CHOCOLATE,PECANS,CINNAMON,ROASTED ALMONDS,CHERRIES,RUM,BLUEBERRIES,BOURBON,FUDGE COATING,HEATH TOFFEE BAR PIECES,PEACHES,PEPPERMINT EXTRACT,PISTACHIOS,REESE'S PEANUT BUTTER CUP PIECES,REESE'S PEANUT BUTTER SAUCE,SNICKERS PIECES*,WALNUTS,WHISKEY,WHITE CHOCOLATE ICE CREAM,BANANAS,BELGIAN CHOCOLATE,CHOCOLATE CHIPS,HAZELNUTS,M&M'S MINIS MILK CHOCOLATE CANDIES WITH COCOA BUTTER,MANGO,PEANUT BUTTER,PINEAPPLE,RAISINS,REESE'S MINI PIECES
bj,24_bj,Coffee Toffee Bar Crunch,Coffee Ice Cream with Fudge-Covered Toffee Pieces,2.9,302,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, SUGAR, COCONUT OIL, COFFEE EXTRACT, EGG YOLKS, BUTTER, ALMONDS, COCOA, MILK, SOY LECITHIN, COCOA, NATURAL FLAVOR, SALT, VANILLA EXTRACT, VEGETABLE OIL, GUAR GUM, CARRAGEENAN",1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,25_bj,Cold Brew Caramel Latte,Cold Brew & Sweet Cream Ice Creams with Salted Caramel Swirls,4.6,10,"CREAM, SKIM MILK, WATER, LIQUID SUGAR, CORN SYRUP, EGG YOLKS, SUGAR, BUTTER, COFFEE, SEA SALT, GUAR GUM, CARAMELIZED SUGAR SYRUP, CARRAGEENAN, BAKING SODA",1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,26_bj,Everything But The...®,"A Collision of Chocolate & Vanilla Ice Creams mixed with Peanut Butter Cups, Fudge-Covered Toffee Pieces, White Chocolatey Chunks & Fudge-Covered Almonds",3.8,72,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, SUGAR, COCONUT OIL, COCOA, EGG YOLKS, PEANUTS, ROASTED ALMONDS, PARTIALLY DEFATTED PEANUT FLOUR, DRIED CANE SYRUP, BUTTER, VANILLA EXTRACT, MILK, COCOA, SOY LECITHIN, ALMONDS, SALT, GUAR GUM, NATURAL FLAVORS, MILK FAT, BUTTEROIL, VEGETABLE OIL, CARRAGEENAN, CORN MALTODEXTRIN",1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,27_bj,Glampfire Trail Mix™,"Chocolate Ice Cream with Crunchy Pretzel Swirls, Marshmallow Swirls & Fudge-Covered Almonds",4.7,68,"CREAM, LIQUID SUGAR, SKIM MILK, WATER, COCOA, CORN SYRUP, SUGAR, CANOLA OIL, WHEAT FLOUR, CORN STARCH, ROASTED ALMONDS, DRIED CANE SYRUP, COCONUT OIL, EGG YOLKS, SALT, MILK FAT, COCOA, EGG WHITES, SOY LECITHIN, BUTTEROIL, VANILLA EXTRACT, GUAR GUM, TAPIOCA STARCH, NATURAL FLAVOR, PECTIN, SOYBEAN OIL, BAKING SODA, CARRAGEENAN, BARLEY MALT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,28_bj,Half Baked®,Chocolate & Vanilla Ice Creams mixed with Gobs of Chocolate Chip Cookie Dough & Fudge Brownies,4.7,887,"CREAM, LIQUID SUGAR, SKIM MILK, WATER, SUGAR, WHEAT FLOUR, BROWN SUGAR, COCOA, EGG YOLKS, BUTTER, COCOA POWDER, EGGS, EXPELLER PRESSED SOYBEAN OIL, SOYBEAN OIL, INVERT CANE SUGAR, CHOCOLATE LIQUOR, VANILLA EXTRACT, SALT, EGG WHITES, GUAR GUM, MOLASSES, COCOA BUTTER, NATURAL FLAVOR, CARRAGEENAN, SOY LECITHIN, BAKING SODA, MALTED BARLEY FLOUR",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,29_bj,Ice Cream Sammie,Vanilla Ice Cream with Chocolate Sandwich Cookies & Chocolate Cookie Swirls,5,31,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, SUGAR, WHEAT FLOUR, CANOLA OIL, EGG YOLKS, COCOA PROCESSED WITH ALKALI, COCONUT OIL, SUNFLOWER OIL, COCOA, BUTTEROIL, SALT, BAKING SODA, TAPIOCA STARCH, NATURAL FLAVORS, GUAR GUM, SOY LECITHIN, VANILLA EXTRACT, NATURAL FLAVOR, CARRAGEENAN",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,30_bj,Milk & Cookies,"Vanilla Ice Cream with a Chocolate Cookie Swirl, Chocolate Chip & Chocolate Chocolate Chip Cookies",4.7,104,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, SUGAR, WHEAT FLOUR, CANOLA OIL, EGG YOLKS, BROWN SUGAR, BUTTER, COCOA, COCOA, COCONUT OIL, CHOCOLATE LIQUOR, SOYBEAN OIL, EGGS, SALT, NATURAL FLAVORS, VANILLA EXTRACT, TAPIOCA STARCH, GUAR GUM, HONEY, BAKING SODA, COCOA BUTTER, SOY LECITHIN, VANILLA BEANS, CARRAGEENAN",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,31_bj,Mint Chocolate Cookie,Peppermint Ice Cream with Chocolate Sandwich Cookies,4.4,141,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, SUGAR, WHEAT FLOUR, EGG YOLKS, COCONUT OIL, COCOA, SUNFLOWER OIL, SALT, BAKING SODA, GUAR GUM, NATURAL FLAVORS, SOY LECITHIN, PEPPERMINT EXTRACT, CARRAGEENAN",1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,32_bj,Minter Wonderland™,Dark Chocolate Mint Ice Cream with Marshmallow Swirls & Chocolate Cookie Swirls,4.7,32,"CREAM, LIQUID SUGAR, SKIM MILK, WATER, COCOA, SUGAR, CORN SYRUP, CANOLA OIL, WHEAT FLOUR, EGG YOLKS, COCOA, COCONUT OIL, EGG WHITES, NATURAL FLAVORS, TAPIOCA STARCH, GUAR GUM, SALT, PECTIN, SOY LECITHIN, BAKING SODA, CARRAGEENAN",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,33_bj,New York Super Fudge Chunk®,"Chocolate Ice Cream with White & Dark Fudge Chunks, Pecans, Walnuts & Fudge-Covered Almonds",4.9,63,"CREAM, LIQUID SUGAR, SKIM MILK, WATER, COCOA, SUGAR, COCONUT OIL, WALNUTS, PECANS, ROASTED ALMONDS, DRIED CANE SYRUP, EGG YOLKS, COCOA, MILK FAT, SALT, SOY LECITHIN, VANILLA EXTRACT, GUAR GUM, BUTTEROIL, PEANUT OIL, BUTTER, NATURAL FLAVORS, CARRAGEENAN",1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bj,34_bj,Oat of This Swirled™,Buttery Brown Sugar Ice Cream with Fudge Flakes & Oatmeal Cinnamon Cookie Swirls,4.5,255,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, SUGAR, CANOLA OIL, COCONUT OIL, EGG YOLKS, BUTTER, COCOA, BUTTER OIL, WHEAT FLOUR, OATS, BROWN SUGAR, COCOA POWDER, SPICE, TAPIOCA STARCH, SALT, GUAR GUM, SOY LECITHIN, VANILLA EXTRACT, BAKING SODA, NATURAL FLAVOR, LEMON JUICE CONCENTRATE, CARRAGEENAN, MILK FAT",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,35_bj,Peanut Butter Cup,Peanut Butter Ice Cream with Peanut Butter Cups,4.4,41,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, PEANUTS, SUGAR, COCONUT OIL, EGG YOLKS, PARTIALLY DEFATTED PEANUT FLOUR, PEANUT OIL, MILK, COCOA, SALT, GUAR GUM, COCOA, NATURAL FLAVOR, SOY LECITHIN, VANILLA EXTRACT, CARRAGEENAN",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,36_bj,Peanut Butter World®,Milk Chocolate Ice Cream with Peanut Buttery Swirls & Chocolate Cookie Swirls,4.9,69,"CREAM, LIQUID SUGAR, SKIM MILK, WATER, PEANUTS, SUGAR, COCOA, CANOLA OIL, PEANUT OIL, WHEAT FLOUR, COCOA, COCONUT OIL, EGG YOLKS, SALT, TAPIOCA STARCH, GUAR GUM, NATURAL FLAVORS, SOY LECITHIN, BAKING SODA, CARRAGEENAN",1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,37_bj,Phish Food®,"Chocolate Ice Cream with Gooey Marshmallow Swirls, Caramel Swirls & Fudge Fish",4.8,93,"CREAM, WATER, SKIM MILK, LIQUID SUGAR, CORN SYRUP, SUGAR, COCOA PROCESSED WITH ALKALI, COCONUT OIL, BUTTER, EGG YOLKS, EGG WHITES, VANILLA EXTRACT, NATURAL FLAVOR, GUAR GUM, PECTIN, COCOA, SALT, CARRAGEENAN, BAKING SODA, MILK, SOY LECITHIN",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,38_bj,Pistachio Pistachio,Pistachio Ice Cream with Lightly Roasted Pistachios,4,80,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, PISTACHIOS, EGG YOLKS, SUGAR, COCONUT OIL, GUAR GUM, SALT, NATURAL FLAVORS, CARRAGEENAN",1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,39_bj,Pumpkin Cheesecake,Pumpkin Cheesecake Ice Cream with a Graham Cracker Swirl,4.6,58,"CREAM, SKIM MILK, WATER, LIQUID SUGAR, SUGAR, PUMPKIN PUREE, SOYBEAN OIL, EGG YOLKS, CORN STARCH, CREAM CHEESE, WHEAT FLOUR, GRAHAM FLOUR, SALT, BUTTEROIL, CANOLA OIL, TAPIOCA STARCH, GUAR GUM, CINNAMON, LACTIC ACID, MOLASSES, HONEY, SOY LECITHIN, BAKING SODA, NATURAL FLAVOR, NUTMEG, GINGER, LEMON JUICE CONCENTRATE, CLOVES, ANNATTO, CARRAGEENAN",1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,40_bj,"Red, White & Blueberry",Blueberry & Raspberry Ice Cream swirled with Vanilla Ice Cream with Strawberries & Shortbread Pieces,3.4,39,"CREAM, SKIM MILK, WATER, LIQUID SUGAR, BLUEBERRY PUREE CONCENTRATE, STRAWBERRIES, EGG YOLKS, WHEAT FLOUR, DRIED CANE SYRUP, SUGAR, BUTTER, RASPBERRY PUREE, SOYBEAN OIL, VANILLA EXTRACT, EGGS, GUAR GUM, BAKING SODA, SALT, CARRAGEENAN, LEMON JUICE CONCENTRATE",1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,41_bj,S'mores,"Chocolate Ice Cream with Fudge Chunks, Toasted Marshmallow & Graham Cracker Swirls",4.1,151,"CREAM, LIQUID SUGAR, SKIM MILK, WATER, SUGAR, COCOA, SOYBEAN OIL, CORN SYRUP, CORN STARCH, COCONUT OIL, CORN SYRUP SOLIDS, WHEAT FLOUR, GRAHAM FLOUR, EGG YOLKS, SALT, BUTTEROIL, EGG WHITES, CANOLA OIL, COCOA POWDER, GUAR GUM, TAPIOCA STARCH, MOLASSES, HONEY, SOY LECITHIN, SODIUM BICARBONATE, VANILLA EXTRACT, PECTIN, MILKFAT, CARRAGEENAN, NATURAL FLAVOR",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,42_bj,Salted Caramel Almond,"Vanilla Bean Ice Cream with Roasted Almond Slivers, Fudge Flakes & a Salted Caramel Swirl",4.5,23,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, SUGAR, ALMONDS, MILK, EGG YOLKS, COCONUT OIL, CORN SYRUP, COCOA, BUTTER, BUTTEROIL, PECTIN, SEA SALT, COCOA POWDER, GUAR GUM, VANILLA EXTRACT, SOY LECITHIN, BAKING SODA, VANILLA BEANS, MILK FAT, CARRAGEENAN, LACTASE, NATURAL FLAVOR",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,43_bj,Strawberry Cheesecake,Strawberry Cheesecake Ice Cream with Strawberries & a Thick Graham Cracker Swirl,4.7,231,"CREAM, SKIM MILK, WATER, LIQUID SUGAR, SUGAR, STRAWBERRIES, SOYBEAN OIL, STRAWBERRY PUREE, EGG YOLKS, CORN STARCH, CREAM CHEESE, WHEAT FLOUR, GRAHAM FLOUR, SALT, BUTTEROIL, CANOLA OIL, GUAR GUM, NATURAL FLAVORS, TAPIOCA STARCH, MOLASSES, HONEY, LACTIC ACID, SOY LECITHIN, SODIUM BICARBONATE, LEMON JUICE CONCENTRATE, PECTIN, CARRAGEENAN",1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,44_bj,The Tonight Dough®,Caramel & Chocolate Ice Creams with Chocolate Cookie Swirls & Gobs of Chocolate Chip Cookie Dough & Peanut Butter Cookie Dough.,4.7,639,"CREAM, LIQUID SUGAR, SKIM MILK, WATER, WHEAT FLOUR, SUGAR, COCOA, BROWN SUGAR, CANOLA OIL, EGG YOLKS, PEANUT BUTTER, CORN SYRUP, EGGS, COCOA, BUTTER, COCONUT OIL, SOYBEAN OIL, SALT, CHOCOLATE LIQUOR, NATURAL FLAVORS, TAPIOCA STARCH, GUAR GUM, BAKING SODA, SOY LECITHIN, MOLASSES, COCOA BUTTER, CARRAGEENAN",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bj,45_bj,Triple Caramel Chunk®,Caramel Ice Cream with a Swirl of Caramel & Fudge-Covered Caramel Chunks,4.3,16,"CREAM, SKIM MILK, WATER, LIQUID SUGAR, CORN SYRUP, SUGAR, EGG YOLKS, COCONUT OIL, BUTTER, MILK, COCOA, SALT, GUAR GUM, CARRAGEENAN, VANILLA EXTRACT, BAKING SODA, COCOA, SOY LECITHIN, NATURAL FLAVOR",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,46_bj,Urban Bourbon™,"Burnt Caramel Ice Cream with Almonds, Fudge Flakes & Bourbon Caramel Swirls",4.2,181,"CREAM, SKIM MILK, WATER, LIQUID SUGAR, CORN SYRUP, SUGAR, ALMONDS, COCONUT OIL, EGG YOLKS, COCOA, BUTTER, WHISKEY, CARAMELIZED SUGAR SYRUP, COCOA POWDER, DRY MALT EXTRACT, GUAR GUM, SALT, CARRAGEENAN, BAKING SODA, MILK FAT, SOY LECITHIN, VANILLA EXTRACT, NATURAL FLAVOR",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bj,47_bj,Vanilla,Vanilla Ice Cream,4.7,10,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, EGG YOLKS, SUGAR, GUAR GUM, VANILLA EXTRACT, VANILLA BEANS, CARRAGEENAN",1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,48_bj,Vanilla Caramel Fudge,Vanilla Ice Cream with Swirls of Caramel & Fudge,4.8,29,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, CORN SYRUP, SUGAR, BUTTER, EGG YOLKS, VANILLA EXTRACT, COCOA, SALT, CARRAGEENAN, CHOCOLATE LIQUOR, GUAR GUM, BAKING SODA",1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,49_bj,Boom Chocolatta™ Cookie Core,"Mocha & Caramel Ice Creams with Chocolate Cookies, Fudge Flakes & a Chocolate Cookie Core",4.6,97,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, SUGAR, SOYBEAN OIL, COCOA, EGG YOLKS, BUTTER, COFFEE EXTRACT, CORN SYRUP, RICE FLOUR, POTATO FLOUR, WHEAT FLOUR, COCONUT OIL, BROWN SUGAR, VANILLA EXTRACT, BAKING SODA, SALT, NATURAL FLAVOR, COCOA POWDER, SOY LECITHIN, EGGS, CHOCOLATE LIQUOR, COCOA BUTTER, MILK, WHEY PROTEIN CONCENTRATE, GUAR GUM, CARRAGEENAN, MILKFAT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,50_bj,Chocolate Chip Cookie Dough Core,Cookie Milk Ice Cream with Fudge Chips & a Chocolate Chip Cookie Dough Core,1.8,166,"CREAM, SKIM MILK, WATER, LIQUID SUGAR, SUGAR, SOYBEAN OIL, EGG YOLKS, WHEAT FLOUR, COCONUT OIL, CHOCOLATE CHIPS, BUTTER, COCOA, CORN SYRUP, NATURAL FLAVOR, COCOA POWDER, EGGS, MOLASSES, SALT, GUAR GUM, BROWN SUGAR, CHOCOLATE LIQUOR, VANILLA EXTRACT, SOY LECITHIN, CARRAGEENAN, BAKING SODA, COCOA BUTTER",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bj,51_bj,Sweet Like Sugar Cookie Dough Core,Sweet Cream Ice Cream with a hint of Almond flavor & Shortbread Cookies & Cherry Ice Cream with Cherries & a Sugar Cookie Dough Core,4.8,123,"CREAM, SKIM MILK, WATER, LIQUID SUGAR, SUGAR, CHERRIES, SOYBEAN OIL, WHEAT FLOUR, EGG YOLKS, BUTTER, DRIED CANE SYRUP, EGGS, NATURAL FLAVOR, COCONUT OIL, SALT, GUAR GUM, FRUIT AND VEGETABLE CONCENTRATES, LEMON JUICE CONCENTRATE, CARRAGEENAN, BAKING SODA, ALMOND EXTRACT",1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,52_bj,"Wake & "" No Bake "" Cookie Dough Core","Vanilla Ice Cream with Peanut Butter Cookies, Peanut Butter Ice Cream with Fudge Chips & a No Bake Cookie Dough Core",3.3,68,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, SUGAR, SOYBEAN OIL, PEANUTS, EGG YOLKS, OATS, WHEAT FLOUR, BUTTER, COCONUT OIL, PEANUT OIL, COCOA, NATURAL FLAVOR, SALT, BROWN SUGAR, EGGS, VANILLA EXTRACT, COCOA POWDER, GUAR GUM, BAKING SODA, CARRAGEENAN, MILK FAT, SOY LECITHIN",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,53_bj,Brownie Batter Core,Chocolate & Vanilla Ice Creams with Fudge Brownies & a Brownie Batter Core,3.5,108,"CREAM, LIQUID SUGAR, SKIM MILK, WATER, SUGAR, COCOA PROCESSED WITH ALKALI, EGG YOLKS, WHEAT FLOUR, BUTTER, CHOCOLATE LIQUOR, COCONUT OIL, CORN SYRUP, COCOA POWDER, SOYBEAN OIL, INVERT SUGAR, EGGS, CANOLA OIL, SALT, GUAR GUM, EGG WHITES, CARRAGEENAN, NATURAL FLAVOR, SOY LECITHIN, BAKING SODA, VANILLA EXTRACT, MALTED BARLEY FLOUR",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,54_bj,Cookies & Cream Cheesecake Core,Chocolate & Cheesecake Ice Creams with Chocolate Cookies & a Cheesecake Core,4.4,57,"CREAM, LIQUID SUGAR, SKIM MILK, WATER, SUGAR, HEAVY CREAM, COCOA, WHEAT FLOUR, EGG YOLKS, BUTTER, CREAM CHEESE, MILK PROTEIN CONCENTRATE, COCONUT OIL, BROWN SUGAR, EGGS, NATURAL FLAVOR, SALT, GUAR GUM, CAROB BEAN GUM, MODIFIED FOOD STARCH, SOY LECITHIN, XANTHAN GUM, BAKING SODA, VANILLA EXTRACT, CARRAGEENAN",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,55_bj,Karamel Sutra® Core,Chocolate & Caramel Ice Creams with Fudge Chips & a Soft Caramel Core,4.2,94,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, SUGAR, MILK, CORN SYRUP, COCOA, EGG YOLKS, COCONUT OIL, BUTTER, COCOA POWDER, MILK FAT, PECTIN, GUAR GUM, BAKING SODA, LACTASE, SOY LECITHIN, VANILLA EXTRACT, SALT, CARRAGEENAN, MILKFAT, NATURAL FLAVOR",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj,56_bj,Peanut Butter Fudge Core,Chocolate & Peanut Butter Ice Creams with Mini Peanut Butter Cups & a Peanut Butter Fudge Core,4.7,19,"CREAM, SKIM MILK, LIQUID SUGAR, WATER, PEANUTS, SUGAR, COCONUT OIL, COCOA PROCESSED WITH ALKALI, CORN SYRUP, DRIED CANE SYRUP, EGG YOLKS, COCOA, PEANUT OIL, MILK, SALT, GUAR GUM, SOY LECITHIN, CARRAGEENAN, NATURAL FLAVOR, VANILLA EXTRACT",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hd,0_hd,White Chocolate Raspberry Truffle Ice Cream,,4.9,168,"CREAM, SKIM MILK, SUGAR, RASPBERRY PUREE, LACTOSE REDUCED SKIM MILK, CORN SYRUP, EGG YOLKS, COCONUT OIL, SOYBEAN OIL, COCOA PROCESSED WITH ALKALI, COCOA POWDER, NATURAL FLAVOR, LEMON JUICE CONCENTRATE, PECTIN, COCOA BUTTER, SALT, VANILLA EXTRACT",1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
